review_title,review,sentiment
Never a dull moment at chevron....,{ Pros. -Laid back work environment. -Free fountain drinks during your shift. -Stay busy due to customer frequency. } { Cons. -Cleaning public restrooms. -Rude Customers. -pay needs to be increased. },0.25
Great company,"{ Pros. great culture, very diverse and lots of opportunity to relocate as long as performance rankings are not below average, annual CIP bonuses are always paid out to employees } { Cons. might be a little to devoted to office safety and ergonomics, high performers tend to be overloaded and often placed in stretch roles }",0.94
"Great safety culture, much room for efficiency improvements in Finance","{ Pros. World-class oil operations, state-of-the art in some locations } { Cons. - When crude oil price $/barrel is low, money comes first (not people and good relationships). }",-0.8
Good place to work,"{ Pros. Good place to work, the people make the place. } { Cons. Working in a refinery can be dangerous to personal health and safety. }",0.38
Chevron cashier,"{ Pros. Busy, on your feet, always working } { Cons. Cleaning gas and no breaks unless enough people are working }",-0.3
Chevron was good,"{ Pros. Great people, work was sometimes interesting and fulfilling. I was able to have a long-term career with one (merged several times) company in a time when most people I knew kept a job for less than 3 years. } { Cons. Many parts of the company restructure every 18 or so months, so it was always uncertain if you would have a job or what that job might entail. Very long and demanding work days, and some truly terrible bosses were allowed to change things in a whim. Since the bosses were new to their job every 18 months, no consistency of direction, just consistent values and rigorous business and safety practices. }",0.66
Cashier,{ Pros. Great availability Good pay Weekly pay } { Cons. No hours Boring days Bad times },0.35
Limited Career Growth and My Way or the Highway Supervisors,"{ Pros. Excellent moving package if you are willing to completely uproot your home life, kids and spouse to move for more money. Good base salaries if you are willing to forget all ethics and be a ""my way or the highway"" supervisor or employee. } { Cons. The company advertises multiple career opportunities but then management or supervisors limit career growth for their departments and direct reports. Chevron brands themselves as a diverse and equal opportunity employer, yet supervisors do not preach what they say and will limit their employees in order to keep good people in their team instead of letting them excel in other job opportunities within the company. Many supervisors have a control issue. If you say one thing, they will make you do the opposite just so they can be right. I have heard from peers that the HR hotline number is useless, only creates more trouble and should never be used even though the company promotes the hotline. Inflexible work schedule. The company promotes work life balance yet the decisions rest in your supervisor's personnel interpretation of work life balance. No room for working remotely and your vacation plans are expected to be changed per the supervisor's request for internal fictitious corporate deadlines. }",0.97
Plain and simple,"{ Pros. The pay and benefits were very competitive. } { Cons. Extremely limited opportunities for career advancement and longevity for African Americans, anyone over the age of 35 and creative strategists with consistently strong /proven results. All of these people are kept in the same positons to keep things moving along. Advancement is only targeted for a select few, most with spotty performance and usually from other countries where drilling is active. }",0.91
Great company but poor local management,{ Pros. 401k matching. Colaborative coworkers. Company networks. } { Cons. large corporation - hard to get support to the projects Depending of your supervisor you can be overworked Poor culture },-0.2
Great resources and develoment,{ Pros. Treat people well Friendly climate Great resources and opps for development } { Cons. Behind the wheel with rest of oil industry for digital transformation. Making great strides here },0.95
"Comfortable, but Boring","{ Pros. Steady Job, Reliable Paycheck, Enough Work to stay busy for a lifetime } { Cons. Feels a bit like clocking in and clocking out; large company leaves you to your own devices more often than not - can be quite boring }",-0.02
Awesome company to work for,{ Pros. Care for employees Work life balance Great benefits Lots of opportunities Promote Diversity } { Cons. Being Downtown is good for networking but not too good for commuting },0.71
"Great Company, Fair pay, Great Work Life Balance",{ Pros. Fair Pay Structure and Bonus (If you work hard) Great Work Life Balance Lots of Growth Opportunities (Career Placement Plans) Good People - Diverse Company } { Cons. Dress Code is old school - Slacks and Dress Shirts mostly. It's 2019! Please let people wear Shorts and T-shirts. Management is clueless sometimes. Most managers don't have experience in the role they are managing. Which is great in theory when it comes to career opportunities. But causes confusion for the middle men. Work from Home is almost non-existent. Again in 2019 letting people work remote more often goes a long way in moral of the people },0.85
Good company overall,{ Pros. Very good company Good benefits Good culture } { Cons. No cons at the moment. },0.86
Good work for start,"{ Pros. Easy Job for start without any experience } { Cons. Low Pay, A lot of work }",0.1
Overall a great experience,{ Pros. Great culture with amazing benefits } { Cons. Easy to get lost as a small fish in a big sea },0.9
Retail Convenience Store,{ Pros. This was a great place to work. } { Cons. Too many jobs combined and eliminated },0.62
Chevron doesn't support the employees,{ Pros. Not many that I can think of. } { Cons. Company does not promote people and does not encourage innovation or creativity. Too rooted in working processes rather than getting results. },-0.54
Watch your back,"{ Pros. Flexible work schedule, Frindships for life, Opportunity to work outside of country. Overall working at Chevron was the greatest experience in my life thus far. } { Cons. From personal experience and from stories I've heard some employees have become cut throat due to the constant reorgs. Management was horrible in resolving personel issues. }",0.71
