;Company;date;employee_title;employee_status;review_title;pros;cons
503;Shell;2020-10-05;Consultant;Current Employee;Best place;;"ltant in Shell, AL
Recommend
CEO Approval
Business Outlook
Pros
I love it
Great company
I love the people
Cons
Clean and respectful
People are not a nice 
Middle East based
Be the first to find this review helpful
Helpful
Share
Repor"
504;Shell;2020-10-05;Team Member;Current Employee;good;"really good work enviroment fun
";"no cons at all its good
Be the first to find this review helpful
Helpful
Share
Repor"
505;Shell;2020-10-19;Analyst;Current Employee;Shell;"Excellent work-life balance, 401k and benefits
";"Cyclical nature of business can lead to layoffs or reorgs
Be the first to find this review helpful
Helpful
Share
Repor"
506;Shell;2020-11-10;Customer Service Representative;Former Employee;Just Rude;"loved the customers and the job
";"management hardley spoke english and was very rude
Be the first to find this review helpful
Helpful
Share
Repor"
507;Shell;2020-10-04;Student;Current Employee;great company to work for;"flexible schedule, good hours, casual, steady pay
";"customer service oriented, average pay
Be the first to find this review helpful
Helpful
Share
Repor"
508;Shell;2020-10-18;Day Shift;Current Employee, less than 1 year;Terrible idea;"Weekly pay decent work hourly work
";"Terrible management, lazy co-manager, WILL NOT keep a steady schedule
Advice to Management
Regional staff, you need to pick and choose your managers wisely
Be the first to find this review helpful
Helpful
Share
Repor"
509;Shell;2020-09-30;Administrator;Former Employee, more than 3 years;Great company;"Financially solid company. Employee advancement and lots of opportunities.
";"Downtown parking. Employees to find a different position on average of every 12 months.
Be the first to find this review helpful
Helpful
Share
Repor"
510;Shell;2020-09-27;Production Engineer;Current Employee, more than 10 years;"Great Place to Work; Wonderful Benefits";"Some Pros Include: Benefits; Salary; Intellectual Stimulation
";"Some Cons Include: Work-life balance (sometimes)
Be the first to find this review helpful
Helpful
Share
Repor"
511;Shell;2020-09-28;IT Manager;Current Employee, more than 10 years;Love love Shell;"Lots of opportunities to grow, great compensation
";"To much focus on off shoring
Be the first to find this review helpful
Helpful
Share
Repor"
512;Shell;2020-09-26;Cashier;Current Employee;Okay;"Good pay with flexibility for the staff
";"Long work hours and benefits
Be the first to find this review helpful
Helpful
Share
Repor"
513;Shell;2020-09-27;Petrophysicist;Current Employee, more than 8 years;Shell - Petroleum Engineer;"Great team culture. Good compensation. Values work life balance. Flexible schedules. Good benefits.
";"Oil industry is a mess. Layoffs. Pay reductions.
Be the first to find this review helpful
Helpful
Share
Repor"
514;Shell;2020-10-09;Digitalization Specialist;Current Employee, more than 8 years;fake it till you make it;"salary is great, there are a lot of good people (excluding leadership)
";"disingenuous leadership, if you're not a graduate hire and not top management, forge career progression. you are hired for a specific skill set and that's it
Advice to Management
look at cons. your care comes across as disingenuous because you don't act what you preach
Be the first to find this review helpful
Helpful
Share
Repor"
515;Shell;2020-10-08;Legal Counsel;Current Employee, more than 8 years;Has good intentions;"Has decent benefits package and people are nice
";"bureaucracy, too many layers and focuses on outside US
Be the first to find this review helpful
Helpful
Share
Repor"
516;Shell;2020-10-06;Gas Pump Attendant;Former Employee, less than 1 year;It was ok;"Pretty simple work, good hours
";"My boss was SUPER verbally abusive, but it was an individually owned franchise so I don't think this was a company-wide issue
Be the first to find this review helpful
Helpful
Share
Repor"
517;Shell;2020-10-07;Cashier;Former Employee, more than 1 year;Loved It!;"Flexible schedule, decent pay. Friendly staff.
";"Management unorganized. Customers usually rude.
Be the first to find this review helpful
Helpful
Share
Repor"
518;Shell;2020-10-06;Rotating Equipment Engineer;Current Employee, more than 5 years;Great company with complex structure;"Caring for the employees and great safety culture
";"matrix organization with multiple stakeholders to please
Be the first to find this review helpful
Helpful
Share
Repor"
519;Shell;2020-10-05;Account Manager;Former Employee, more than 10 years;Account Management Review;"Great benefits and compensation package
";"Diversity and Retention is poor
Be the first to find this review helpful
Helpful
Share
Repor"
520;Shell;2020-10-06;Account Manager;Former Employee, more than 8 years;Account Manager;"Great benefits and compensation package
";"Diversity and retention is very poor
Be the first to find this review helpful
Helpful
Share
Repor"
521;Shell;2020-09-20;Supply Chain Analyst;Current Employee, more than 1 year;Cushy job;"Oil is a very dynamic space right now.
";"Typical issues of a large company (data silos, lots of stake holder management)
Be the first to find this review helpful
Helpful
Share
Repor"
522;Shell;2020-10-04;Wells Engineer;Current Employee;Engineer;"Opportunity to work from home
";"Can get pigeonholed into one department
Be the first to find this review helpful
Helpful
Share
Repor"
523;Shell;2020-10-02;Cashier;Former Employee, more than 10 years;They only needed help for a few weeks;"Very fast paced but meeting allot of people and hearing their stories is always amazing!!
";"Not everyone has as good a work ethic as some so it’s a bit upsetting having to take on other people’s chores as well as your own.
Advice to Management
Need more available cashiers so that the one working there 7 days a week can catch a day off
Be the first to find this review helpful
Helpful
Share
Repor"
524;Shell;2020-09-17;Manager;Former Employee;I liked working here;"Big company. Lots of opportunities
";"More Company activities would improve the culture
Be the first to find this review helpful
Helpful
Share
Repor"
525;Shell;2020-09-17;Project Manager;Former Employee, more than 10 years;Great Employer;"Work life balance, Core Values, Culture
";"working non US business hours
Be the first to find this review helpful
Helpful
Share
Repor"
526;Shell;2020-09-30;Shell Graduate Programmer;Current Employee, more than 1 year;Excellent program;"Everything about the program is excellent
";"I don't see any cons as of right now
Advice to Management
Keep up the good work management
Be the first to find this review helpful
Helpful
Share
Repor"
527;Shell;2020-09-29;Cashier;Current Employee;Shell;"Part time job for extra earning
";"Employees get paid normal wage
Be the first to find this review helpful
Helpful
Share
Repor"
528;Shell;2020-09-14;Cashier;Current Employee, more than 1 year;I work at a gas station and I take care of customer’s and deliveries;"Some customers enjoy the atmosphere when they come see me
";"I get a lot of drive offs or customers coming in to steal
Be the first to find this review helpful
Helpful
Share
Repor"
529;Shell;2020-09-27;Project Engineer;Former Employee, more than 5 years;Not bad;"Great work life balance, 9/80s, every other friday off
";"Advancement is limited to how well your manager likes you
Be the first to find this review helpful
Helpful
Share
Repor"
530;Shell;2020-09-26;Intern;Former Employee, less than 1 year;good experience;"people always willing to help
";"did not have any work planned for me
Be the first to find this review helpful
Helpful
Share
Repor"
531;Shell;2020-09-27;Senior Consultant;Former Employee, more than 1 year;Great Place to work;;"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Good Company. Very friendly environment to work. I love it.
Cons
No cons. A great place to work.
Be the first to find this review helpful
Helpful
Share
Repor"
532;Shell;2020-09-12;Research Scientist;Current Employee, more than 5 years;Forward thinking energy company;"Great work life balance, pay and vacation policy,
";"Too structure driven, slow at decision making,
Be the first to find this review helpful
Helpful
Share
Repor"
533;Shell;2020-09-23;Cashier;Former Employee;Bad Pay, Boring Days;"Easy work
Get to meet a lot of new, strange individuals
Develop friendships with regulars
";"Coworkers, customers, working in the freezer, horrible pay
Be the first to find this review helpful
Helpful
Share
Repor"
